명소,대분류,감성구분,aspect,긍정,부정,중립,전체,긍정비율,부정비율,중립비율,긍정_가중점수,부정_가중점수,중립_가중점수
북촌,5. 이용 편의성,부정,경사,0,9,3,12,0.0,75.0,25.0,0.0,192.37,64.12
북촌,5. 이용 편의성,부정,비탈,0,7,1,8,0.0,87.5,12.5,0.0,192.26,27.47
북촌,5. 이용 편의성,부정,인파,1,8,1,10,10.0,80.0,10.0,23.98,191.83,23.98
북촌,5. 이용 편의성,부정,골목길,0,7,2,9,0.0,77.8,22.2,0.0,179.14,51.12
북촌,5. 이용 편의성,부정,도로,1,6,0,7,14.3,85.7,0.0,29.74,178.21,0.0
북촌,5. 이용 편의성,부정,날씨,5,9,1,15,33.3,60.0,6.7,92.33,166.36,18.58
북촌,5. 이용 편의성,부정,걷기,1,5,0,6,16.7,83.3,0.0,32.5,162.09,0.0
북촌,5. 이용 편의성,부정,거리,7,16,14,37,18.9,43.2,37.8,68.75,157.14,137.5
북촌,5. 이용 편의성,부정,방문객,1,7,4,12,8.3,58.3,33.3,21.29,149.54,85.41
북촌,5. 이용 편의성,부정,소음,0,5,2,7,0.0,71.4,28.6,0.0,148.47,59.47
북촌,5. 이용 편의성,부정,마을,4,10,8,22,18.2,45.5,36.4,57.07,142.66,114.13
북촌,5. 이용 편의성,부정,계단,1,4,1,6,16.7,66.7,16.7,32.5,129.79,32.5
북촌,5. 이용 편의성,중립,신발,0,0,23,23,0.0,0.0,100.0,0.0,0.0,317.81
북촌,5. 이용 편의성,중립,출입,0,10,25,35,0.0,28.6,71.4,0.0,102.49,255.86
북촌,5. 이용 편의성,중립,시간,6,10,29,45,13.3,22.2,64.4,50.92,85.0,246.56
북촌,5. 이용 편의성,중립,문,0,4,11,15,0.0,26.7,73.3,0.0,74.03,203.23
북촌,5. 이용 편의성,중립,방문,2,6,14,22,9.1,27.3,63.6,28.53,85.6,199.42
북촌,5. 이용 편의성,중립,입장,1,2,8,11,9.1,18.2,72.7,22.61,45.23,180.65
북촌,5. 이용 편의성,중립,주민,0,7,11,18,0.0,38.9,61.1,0.0,114.54,179.91
북촌,5. 이용 편의성,중립,목소리,0,1,4,5,0.0,20.0,80.0,0.0,35.84,143.34
북촌,5. 이용 편의성,중립,거리,7,16,14,37,18.9,43.2,37.8,68.75,157.14,137.5
북촌,5. 이용 편의성,중립,입장료,3,2,6,11,27.3,18.2,54.5,67.84,45.23,135.43
북촌,5. 이용 편의성,중립,아침,3,0,4,7,42.9,0.0,57.1,89.21,0.0,118.74
북촌,5. 이용 편의성,중립,언덕,2,18,10,30,6.7,60.0,33.3,23.01,206.04,114.35
북촌,5. 이용 편의성,중립,마을,4,10,8,22,18.2,45.5,36.4,57.07,142.66,114.13
북촌,5. 이용 편의성,중립,제한,0,4,4,8,0.0,50.0,50.0,0.0,109.86,109.86
북촌,5. 이용 편의성,중립,지역,2,6,4,12,16.7,50.0,33.3,42.83,128.25,85.41
북촌,5. 이용 편의성,중립,방문객,1,7,4,12,8.3,58.3,33.3,21.29,149.54,85.41
북촌,5. 이용 편의성,중립,언덕길,0,12,5,17,0.0,70.6,29.4,0.0,204.06,84.98
북촌,5. 이용 편의성,중립,관광객,6,151,30,187,3.2,80.7,16.0,16.76,422.58,83.78
북촌,5. 이용 편의성,중립,사람,29,162,30,221,13.1,73.3,13.6,70.78,396.02,73.48
북촌,5. 이용 편의성,중립,길,4,29,8,41,9.8,70.7,19.5,36.63,264.25,72.88
