명소,대분류,감성구분,aspect,긍정,부정,중립,전체,긍정비율,부정비율,중립비율,긍정_가중점수,부정_가중점수,중립_가중점수
경복궁,5. 이용 편의성,긍정,한복,10,0,16,26,38.5,0.0,61.5,126.89,0.0,202.69
경복궁,5. 이용 편의성,긍정,사람,41,95,29,165,24.8,57.6,17.6,126.78,294.45,89.97
경복궁,5. 이용 편의성,긍정,경복궁,3,1,1,5,60.0,20.0,20.0,107.51,35.84,35.84
경복궁,5. 이용 편의성,긍정,방문,6,2,9,17,35.3,11.8,52.9,102.03,34.11,152.9
경복궁,5. 이용 편의성,긍정,궁궐,8,6,12,26,30.8,23.1,46.2,101.51,76.13,152.27
경복궁,5. 이용 편의성,긍정,아침,3,0,3,6,50.0,0.0,50.0,97.3,0.0,97.3
경복궁,5. 이용 편의성,긍정,무료입장,4,0,6,10,40.0,0.0,60.0,95.92,0.0,143.87
경복궁,5. 이용 편의성,부정,사람,41,95,29,165,24.8,57.6,17.6,126.78,294.45,89.97
경복궁,5. 이용 편의성,부정,여름,0,18,1,19,0.0,94.7,5.3,0.0,283.7,15.88
경복궁,5. 이용 편의성,부정,관광객,3,43,33,79,3.8,54.4,41.8,16.65,238.38,183.17
경복궁,5. 이용 편의성,부정,내부,0,6,0,6,0.0,100.0,0.0,0.0,194.59,0.0
경복궁,5. 이용 편의성,부정,인파,5,13,3,21,23.8,61.9,14.3,73.57,191.34,44.2
경복궁,5. 이용 편의성,부정,날씨,11,27,23,61,18.0,44.3,37.7,74.29,182.83,155.59
경복궁,5. 이용 편의성,부정,햇볕,0,7,3,10,0.0,70.0,30.0,0.0,167.85,71.94
경복궁,5. 이용 편의성,부정,사람들,1,6,2,9,11.1,66.7,22.2,25.56,153.58,51.12
경복궁,5. 이용 편의성,부정,시위,1,4,0,5,20.0,80.0,0.0,35.84,143.34,0.0
경복궁,5. 이용 편의성,부정,줄,15,12,2,29,51.7,41.4,6.9,175.84,140.81,23.47
경복궁,5. 이용 편의성,부정,문,0,7,8,15,0.0,46.7,53.3,0.0,129.48,147.78
경복궁,5. 이용 편의성,부정,시간,16,28,69,113,14.2,24.8,61.1,67.25,117.46,289.38
경복궁,5. 이용 편의성,부정,비,1,5,5,11,9.1,45.5,45.5,22.61,113.06,113.06
경복궁,5. 이용 편의성,부정,돌아다니기,2,3,0,5,40.0,60.0,0.0,71.67,107.51,0.0
경복궁,5. 이용 편의성,부정,궁전,1,3,2,6,16.7,50.0,33.3,32.5,97.3,64.8
경복궁,5. 이용 편의성,부정,오후,1,3,2,6,16.7,50.0,33.3,32.5,97.3,64.8
경복궁,5. 이용 편의성,부정,궁궐,8,6,12,26,30.8,23.1,46.2,101.51,76.13,152.27
경복궁,5. 이용 편의성,부정,거리,0,2,3,5,0.0,40.0,60.0,0.0,71.67,107.51
경복궁,5. 이용 편의성,부정,대여료,2,2,1,5,40.0,40.0,20.0,71.67,71.67,35.84
경복궁,5. 이용 편의성,부정,방문객,4,3,8,15,26.7,20.0,53.3,74.03,55.45,147.78
경복궁,5. 이용 편의성,중립,시간,16,28,69,113,14.2,24.8,61.1,67.25,117.46,289.38
경복궁,5. 이용 편의성,중립,신발,0,0,17,17,0.0,0.0,100.0,0.0,0.0,289.04
경복궁,5. 이용 편의성,중립,규모,1,1,11,13,7.7,7.7,84.6,20.32,20.32,223.26
경복궁,5. 이용 편의성,중립,한복,10,0,16,26,38.5,0.0,61.5,126.89,0.0,202.69
경복궁,5. 이용 편의성,중립,티켓,26,1,24,51,51.0,2.0,47.1,201.51,7.9,186.1
경복궁,5. 이용 편의성,중립,관광객,3,43,33,79,3.8,54.4,41.8,16.65,238.38,183.17
경복궁,5. 이용 편의성,중립,도착,1,1,7,9,11.1,11.1,77.8,25.56,25.56,179.14
경복궁,5. 이용 편의성,중립,입장료,98,2,54,154,63.6,1.3,35.1,320.76,6.56,177.02
경복궁,5. 이용 편의성,중립,입장,68,4,40,112,60.7,3.6,35.7,286.95,17.02,168.77
경복궁,5. 이용 편의성,중립,자리,0,1,5,6,0.0,16.7,83.3,0.0,32.5,162.09
경복궁,5. 이용 편의성,중립,날씨,11,27,23,61,18.0,44.3,37.7,74.29,182.83,155.59
경복궁,5. 이용 편의성,중립,방문,6,2,9,17,35.3,11.8,52.9,102.03,34.11,152.9
경복궁,5. 이용 편의성,중립,궁궐,8,6,12,26,30.8,23.1,46.2,101.51,76.13,152.27
경복궁,5. 이용 편의성,중립,문,0,7,8,15,0.0,46.7,53.3,0.0,129.48,147.78
경복궁,5. 이용 편의성,중립,방문객,4,3,8,15,26.7,20.0,53.3,74.03,55.45,147.78
경복궁,5. 이용 편의성,중립,무료입장,4,0,6,10,40.0,0.0,60.0,95.92,0.0,143.87
경복궁,5. 이용 편의성,중립,관람,1,0,4,5,20.0,0.0,80.0,35.84,0.0,143.34
경복궁,5. 이용 편의성,중립,계절,0,1,4,5,0.0,20.0,80.0,0.0,35.84,143.34
경복궁,5. 이용 편의성,중립,입장권,12,0,9,21,57.1,0.0,42.9,176.5,0.0,132.61
경복궁,5. 이용 편의성,중립,예약,2,0,4,6,33.3,0.0,66.7,64.8,0.0,129.79
